Severity,Noise Aug Temperature(F),Noise Aug Wind_Chill(F),Noise Aug Humidity(%),Noise Aug Pressure(in),Noise Aug Wind_Speed(mph),Aug Sunrise_Sunset,Aug Civil_Twilight,Aug Nautical_Twilight,Aug Astronomical_Twilight
3,54.071369768322285,58.36172659240905,54.50795391018724,28.054273953664456,5.87234531848181,Day,Day,Day,Day
2,47.52023257758922,35.19696181576345,59.90438525875034,29.304046515517847,16.43939236315269,Day,Day,Day,Night
2,67.3487119081378,55.35275654998866,33.46737370980442,29.579742381627558,11.070551309997732,Night,Night,Day,Day
2,50.03563583868828,64.26486012250831,94.97854718252873,28.827127167737657,8.052972024501663,Day,Night,Day,Day
2,46.46484820022721,50.44384827108336,65.0900900196589,26.032969640045444,6.088769654216672,Day,Night,Day,Day
3,5.72378838790313,-5.98150362462498,77.97986839423223,28.924757677580626,12.323699275075004,Night,Day,Day,Day
2,73.23175347326409,76.094095248703,63.50869075624304,29.606350694652818,12.018819049740598,Night,Day,Day,Day
2,50.010610537055754,50.14172826341219,44.62087842372307,28.91212210741115,5.828345652682438,Night,Night,Night,Night
2,89.82362566458195,88.47861438905433,45.096182980690976,31.90472513291639,11.695722877810866,Day,Day,Day,Day
2,59.17631775985864,68.48644347386556,22.652673669935936,29.645263551971727,13.897288694773112,Day,Day,Day,Night
3,74.50137246003708,78.78346864123262,57.15849788414179,27.770274492007413,9.156693728246525,Day,Day,Day,Day
2,53.06989955367111,57.11765322092673,90.99551665931797,30.39397991073422,1.0235306441853447,Night,Day,Day,Night
2,56.43835975154585,57.87643389466962,87.96120303728324,29.06767195030917,3.175286778933924,Day,Day,Day,Day
1,73.89515200233389,68.31637280562035,91.0455639536569,29.629030400466778,4.663274561124069,Night,Day,Day,Day
2,58.07083350021713,52.940883155181716,62.75139539261152,30.574166700043428,4.588176631036343,Day,Night,Night,Day
3,82.78753855023652,79.65963983385979,81.58508036963579,30.387507710047306,15.131927966771958,Day,Night,Day,Day
3,67.34749426194736,67.72726140628278,17.65341561505024,29.069498852389472,5.545452281256556,Day,Day,Night,Day
3,51.1209087967766,52.90673361282482,73.68281921390256,29.29418175935532,8.781346722564964,Day,Night,Day,Night
2,51.62474151424178,52.543002212454425,89.18787429667933,29.214948302848356,5.908600442490886,Night,Day,Day,Night
2,46.49039417632208,57.59560751067269,37.42654585605954,26.118078835264416,8.919121502134539,Night,Day,Day,Day
3,62.42404468900724,70.26129245248741,32.64684003351909,28.114808937801445,5.052258490497483,Night,Day,Day,Day
2,63.83437133722262,51.69697466801699,18.096304472382513,31.276874267444526,-1.060605066396601,Day,Day,Day,Day
3,68.22483856750642,56.41491925436032,76.85159092395959,31.314967713501286,5.282983850872064,Night,Day,Day,Day
2,48.75481980221811,43.57707867150015,53.07983503023419,29.48096396044362,12.71541573430003,Night,Night,Day,Day
2,57.88278481527883,59.889077748431,69.18590702824525,29.676556963055766,5.9778155496862,Day,Night,Day,Day
2,32.85625077271768,13.371765290798376,69.4475664823424,30.401250154543536,5.994353058159675,Day,Day,Night,Day
2,68.3944040422762,58.767951716584626,87.77985823914433,33.06888080845523,4.1535903433169254,Day,Day,Day,Day
3,80.59787455717289,81.93174698631421,80.47359626451151,30.569574911434575,4.386349397262843,Day,Day,Day,Day
2,83.36041204259617,82.4890970650869,70.46608800829353,29.552082408519233,14.69781941301738,Day,Night,Night,Day
4,49.22229779699787,40.98431456086351,89.86161364164576,28.024459559399574,-2.6031370878272986,Day,Day,Night,Day
2,68.96776839871214,75.19344719016355,69.56979876510812,27.163553679742428,2.6386894380327095,Day,Day,Day,Day
2,40.017318179336115,34.67907919355591,91.33710310075062,29.663463635867224,5.93581583871118,Day,Night,Day,Day
2,67.21824627357849,65.94700890035543,60.51570098618025,29.003649254715697,6.989401780071087,Night,Night,Day,Day
2,47.888731452011626,52.423908030958785,100.0,28.057746290402328,-0.5152183938082427,Day,Day,Day,Day
3,70.76713557878736,81.65097599431675,85.85997136595141,28.84342711575747,6.5301951988633515,Day,Day,Day,Day
2,75.59225998192802,84.3246358115087,28.96511268948006,27.108451996385607,0.664927162301741,Day,Day,Day,Day
2,55.43570817536282,38.3771794281095,73.0113403860065,30.847141635072564,7.0754358856219,Day,Night,Day,Day
2,89.40819878474726,77.01200415202284,49.60497894770355,29.86163975694945,12.402400830404568,Day,Night,Night,Day
2,38.960136793416915,37.36491341195114,100.0,29.812027358683384,-0.3270173176097711,Night,Day,Day,Night
2,94.39972069445012,85.93271610324781,41.466757274228534,30.929944138890026,11.786543220649563,Day,Day,Day,Day
2,61.386841538238095,63.48099593681658,100.0,28.957368307647616,0.4961991873633163,Day,Night,Night,Night
2,49.693578993358685,51.323416437161704,97.31772809249217,28.308715798671738,2.464683287432341,Night,Day,Day,Day
2,57.61562038634828,52.55749787680931,65.86959577902188,30.543124077269656,6.511499575361862,Day,Day,Day,Day
2,76.69455021842329,83.67577020030114,86.90712808767171,29.938910043684658,13.93515404006023,Day,Day,Day,Day
2,44.81376922836772,54.07750511222131,75.98632783829436,28.752753845673542,0.8155010224442626,Night,Day,Day,Day
2,97.04830660958196,97.75955746334614,26.909450212794468,29.75966132191639,-0.048088507330772585,Night,Day,Day,Day
2,60.62190873307621,64.08424764473352,89.66775512345272,28.474381746615244,14.816849528946705,Day,Night,Day,Night
2,32.08600134517832,30.216634329100643,59.209602769103405,28.947200269035662,9.643326865820129,Day,Night,Day,Day
2,104.63088773765821,105.90320456226073,33.136369110406314,30.14617754753164,9.180640912452144,Day,Day,Night,Day
2,84.54708320235065,71.86343277024349,87.94919748509557,31.76941664047013,5.372686554048697,Day,Night,Day,Day
2,23.007162130904295,30.22611354499991,77.19289645460503,27.97143242618086,0.04522270899998256,Night,Day,Day,Day
2,60.81484618345286,58.255989509405424,90.14986686317785,30.09296923669057,5.0511979018810855,Night,Night,Day,Day
2,69.74678715439086,70.49107903594233,43.326881361298014,26.629357430878173,4.498215807188468,Day,Night,Night,Day
3,77.56437308117651,73.13767226057949,66.7097724219442,29.462874616235304,10.6275344521159,Night,Day,Day,Day
3,84.03803037880566,88.61487251808835,34.342916178237346,29.44760607576113,15.322974503617669,Day,Day,Day,Day
2,74.68004615160092,78.69498014072309,46.457063781777634,28.516009230320183,7.938996028144617,Night,Day,Night,Day
2,74.24260813972414,76.50120234718285,45.883898849690354,30.108521627944825,13.50024046943657,Day,Night,Day,Day
2,35.845249417944814,37.33199846780417,96.12313866038622,29.04904988358896,-0.5336003064391669,Day,Day,Day,Day
2,46.35228412889919,51.10410649406524,75.75622633213865,30.39045682577984,1.2208212988130478,Night,Night,Day,Day
2,84.74880945275432,80.61613109394078,25.41143246299608,29.539761890550864,11.123226218788155,Night,Day,Day,Day
2,46.80525976566795,56.56020142008946,76.1920606748189,28.94105195313359,1.7120402840178925,Night,Day,Day,Day
3,63.46218168979201,59.26181745085869,66.46993022821296,28.292436337958403,5.252363490171739,Day,Night,Day,Day
3,38.116143347158335,37.97385032278445,86.7271360870288,29.453228669431667,8.534770064556891,Day,Day,Day,Day
3,52.77695612912878,47.37715341263312,79.48144800334283,30.35539122582576,8.475430682526623,Day,Day,Day,Day
2,85.5045859381219,79.02221466029559,28.461732862316026,30.120917187624382,8.204442932059118,Day,Day,Day,Night
2,79.11222377600724,86.12196968930506,51.72163235863018,28.34244475520145,9.424393937861012,Day,Day,Day,Day
2,39.49666152714613,42.3975933488008,15.483259764463213,29.979332305429224,6.279518669760159,Night,Day,Day,Day
2,33.75693561685895,10.915905803229677,62.6967790637811,30.581387123371787,6.783181160645936,Day,Day,Night,Day
2,60.652973594393146,71.51372403745407,79.25921301591343,28.02059471887863,14.502744807490815,Day,Day,Day,Day
2,89.71680096189968,74.53364589834962,43.625367219407764,29.933360192379936,0.5067291796699225,Night,Day,Day,Day
2,51.686881205270765,50.17167598238396,75.1569031710715,28.797376241054153,5.034335196476792,Night,Night,Day,Day
2,35.852993342965796,41.145831824504725,74.03523208303343,30.31059866859316,1.6291663649009451,Day,Night,Day,Day
2,66.18370421728741,67.09108983303973,40.59843889276691,28.416740843457482,11.418217966607946,Day,Night,Night,Night
2,60.9755894966774,64.13060017795513,94.41526581129327,27.615117899335484,4.826120035591027,Day,Day,Day,Day
2,66.86228781058419,74.0103113550766,62.303444064309204,27.81245756211684,8.802062271015318,Day,Day,Night,Day
2,16.24042473330691,26.33953169081776,92.79331397595415,29.148084946661385,2.067906338163552,Night,Day,Day,Day
3,90.2986125086074,79.84158876396987,65.09799808288814,30.18972250172148,8.168317752793975,Day,Day,Day,Day
3,38.47841687447796,33.743450441803276,40.98784980067582,29.255683374895593,4.948690088360656,Night,Day,Day,Day
2,36.19296229388687,36.48715841589813,79.89464324285618,30.898592458777376,6.497431683179626,Day,Day,Day,Day
2,21.6923996886552,29.288511717688664,94.30021161930233,21.258479937731042,14.857702343537733,Day,Day,Day,Night
2,33.669601006763415,23.48284387854858,61.70220619888337,29.513920201352683,15.896568775709715,Day,Night,Day,Day
2,40.94491900118771,35.80473648736679,62.276748901442375,29.018983800237542,8.760947297473358,Day,Day,Day,Day
2,67.7408194609892,81.4792175090458,47.57162541204935,29.118163892197842,10.09584350180916,Night,Day,Day,Day
2,37.23699335658207,40.97221195874599,90.10149187254483,29.287398671316414,6.5944423917491966,Night,Day,Night,Day
2,40.69793317358024,48.39473493881116,58.24523308452764,28.809586634716048,3.6789469877622327,Night,Night,Day,Night
2,55.077222278850876,52.9379882553129,97.47966050470424,29.165444455770174,-0.81240234893742,Day,Day,Day,Night
2,90.0314640460722,84.75485329580981,58.41692900619946,31.05629280921444,12.950970659161964,Day,Day,Day,Night
2,77.11554065238425,79.19819959477584,70.88373388312208,29.28310813047685,8.83963991895517,Day,Day,Day,Day
2,89.1784605603257,86.65425652307789,70.40022671348703,30.715692112065142,10.330851304615578,Day,Night,Night,Day
2,46.35146572671191,59.255007190656684,39.6271643592293,28.680293145342382,18.451001438131335,Day,Day,Day,Day
2,75.64902088957642,77.39708520568702,72.24512212797386,29.99980417791528,8.879417041137403,Day,Day,Day,Day
2,80.2078431032895,67.61311961507622,80.11254058112858,31.5015686206579,4.922623923015242,Night,Night,Day,Day
2,30.641777499363553,49.88248225009769,100.0,27.97835549987271,1.3764964500195378,Day,Night,Day,Day
2,47.015523722647615,52.56566070006578,87.15340614920906,28.893104744529523,0.3131321400131553,Day,Day,Night,Day
2,94.8853606359027,95.43532897929458,44.10281850641201,30.62707212718054,8.687065795858917,Day,Day,Day,Day
2,80.98477306978504,89.33270429639302,89.91054078930748,29.766954613957004,14.466540859278602,Day,Day,Night,Day
2,28.855729366856544,21.442098752432244,56.95604663618697,29.431145873371307,-1.1115802495135512,Day,Night,Day,Night
2,82.9800740664209,85.82087210646769,10.908908853141813,26.40601481328418,4.964174421293537,Night,Day,Day,Night
2,45.4329489373645,42.342727243203925,92.91888441202029,29.7665897874729,-0.531454551359215,Day,Day,Day,Day
2,86.2216138230396,79.16070287317272,68.78416890518494,29.90432276460792,5.432140574634544,Night,Day,Day,Night
2,85.83891030829903,81.7335498880246,43.98698511729617,30.947782061659808,9.34670997760492,Day,Day,Night,Day
2,81.27210421650607,92.55778275792211,56.26272173020894,29.50442084330121,11.511556551584423,Night,Day,Night,Day
3,83.68801331037601,72.79961127747123,52.597489732941916,30.567602662075203,11.159922255494248,Day,Day,Day,Day
2,53.94061516938766,55.838596944752645,56.985669213960726,29.678123033877533,19.96771938895053,Night,Day,Day,Night
2,53.56196887963753,59.20271467537387,71.45930504804292,29.392393775927506,0.6405429350747734,Night,Day,Night,Day
2,36.8372090609019,39.61539100828091,67.56050309610669,29.13744181218038,0.12307820165618115,Night,Day,Day,Day
2,86.97226071189148,84.4343597374213,33.42645042355484,28.914452142378295,-0.1131280525157404,Night,Night,Day,Day
2,54.895077595898684,50.50391818277088,90.0100466295956,28.399015519179738,13.700783636554176,Night,Day,Night,Day
2,54.448874284482066,54.16393371470082,88.48557378100503,29.649774856896414,7.2327867429401635,Night,Night,Day,Night
2,74.37700399322719,60.21618011492037,44.73049897257129,31.565400798645438,7.243236022984074,Day,Night,Night,Day
2,78.35562351715846,63.05039147510723,90.03347886776015,30.861124703431692,4.810078295021446,Day,Day,Day,Day
2,73.3698823391608,80.97296110256866,44.35792541284947,29.42397646783216,15.19459222051373,Night,Day,Day,Day
2,89.00606961081972,87.79192909921021,41.89071626278938,30.481213922163946,10.958385819842043,Day,Day,Day,Day
2,71.95962313489224,74.2583048842554,88.53615686902138,29.50192462697845,3.0516609768510796,Night,Day,Day,Day
2,9.80937732411073,10.145373441028513,75.37556182154928,24.991875464822147,10.229074688205703,Day,Day,Day,Day
2,69.95956844541298,80.37159006357781,83.03286185709398,28.9519136890826,1.0743180127155614,Day,Day,Night,Day
3,38.646040394870724,46.12169828389041,49.09194493772087,27.709208078974143,6.224339656778082,Day,Day,Day,Day
2,81.24243257979346,87.52008777380657,34.444317126031514,29.28848651595869,10.904017554761314,Day,Day,Night,Day
2,42.09209189594776,40.51258899563075,54.33498418034968,30.278418379189553,-0.29748220087385013,Night,Day,Night,Day
2,51.382186561376415,49.55991869286973,79.39553858746919,31.446437312275282,4.311983738573947,Night,Day,Day,Day
2,31.634636868820813,25.603928629663418,47.71503527292455,30.276927373764163,6.320785725932684,Day,Night,Day,Day
2,86.90449735595568,88.97025971802937,63.65117767831432,29.780899471191137,9.194051943605874,Night,Day,Day,Day
2,58.14702790591745,47.64969455643984,100.0,30.65940558118349,13.729938911287968,Night,Day,Night,Day
2,14.944323454960575,11.434779271508544,71.78003334725564,27.418864690992113,28.28695585430171,Day,Day,Day,Day
2,79.17807279054283,73.84022541252774,48.957530481343994,30.225614558108564,8.168045082505548,Day,Day,Day,Night
2,69.85432596943484,62.80858636735753,11.960660433889348,29.600865193886964,-0.6382827265284942,Day,Day,Day,Day
2,57.60706877110079,60.92312185841939,74.26868648387416,28.81141375422016,6.184624371683879,Day,Night,Night,Day
2,78.71877021603464,67.66882534050387,42.03461801043805,31.35375404320693,5.933765068100775,Day,Night,Night,Day
2,89.69248203747208,98.62385701508481,50.5604696156604,29.578496407494413,14.124771403016961,Day,Day,Day,Day
2,87.923560430496,96.65669530994202,44.22519332157703,28.624712086099198,1.3313390619884031,Night,Day,Day,Night
3,69.16390933053142,75.60183751072131,88.65024051587417,30.572781866106286,1.9203675021442612,Day,Day,Day,Day
2,87.35346428902199,69.88552490222219,59.28274528407127,32.3006928578044,11.777104980444436,Day,Day,Day,Night
2,71.90933127529247,71.35626874955446,94.97088978102006,29.981866255058495,7.071253749910892,Day,Day,Day,Day
2,25.24110293150168,17.53246187397952,96.51769076974588,28.198220586300334,-1.2935076252040958,Night,Night,Day,Day
2,78.70319550229878,77.52152561401468,86.1557605888087,28.820639100459758,14.304305122802935,Day,Day,Day,Night
2,62.75077815267604,62.40936508291713,28.699818749097776,29.16015563053521,5.081873016583425,Day,Day,Day,Day
2,82.15167908272123,84.1979200322078,40.59994009154618,30.850335816544245,13.23958400644156,Day,Day,Day,Night
2,62.719580870455665,65.01885160949121,85.3459046012758,28.493916174091133,4.60377032189824,Day,Day,Day,Day
2,49.35783118609696,51.341896668470085,27.921064368358902,29.631566237219392,8.068379333694017,Night,Day,Night,Day
2,94.61171276617442,100.02060444794259,28.11119271004321,28.912342553234883,0.604120889588518,Day,Day,Night,Night
2,62.39489912873196,71.51819376052394,58.34892129393748,29.958979825746393,7.3036387521047885,Night,Night,Night,Night
2,20.66831052643474,3.6027788843013795,64.88864888553002,29.643662105286946,4.5205557768602755,Day,Day,Night,Night
2,96.18769972128949,97.29616619893399,10.798668076022157,30.127539944257897,6.2592332397867985,Day,Night,Night,Day
2,55.44991800572627,63.732204352003635,84.64083026978666,29.45998360114525,4.146440870400728,Day,Day,Day,Night
2,85.65062532353315,82.13310580986483,24.478509920936883,29.48012506470663,6.026621161972965,Day,Day,Day,Day
2,62.106181421088465,72.0356666823658,89.96088053692188,28.10123628421769,13.00713333647316,Day,Day,Day,Day
2,80.77853369961944,84.68072481513114,70.17306206485013,29.485706739923888,10.336144963026229,Day,Night,Night,Day
2,54.88650246522426,51.862618700232964,72.70470743298495,30.477300493044854,13.772523740046593,Day,Day,Day,Night
2,77.78494308322676,69.88032256514,86.55259706395157,30.79698861664535,-0.8239354869719996,Night,Day,Night,Day
2,26.389173379111874,27.40445274275407,79.29224740352825,28.797834675822372,-0.7191094514491859,Day,Day,Night,Day
2,65.3480296005283,71.24906047892964,66.5631016127022,30.949605920105657,14.049812095785926,Night,Day,Day,Day
2,69.77818929402476,63.003414094787416,65.10858466501548,31.17563785880495,9.000682818957483,Day,Day,Night,Day
2,73.0671745161185,74.9106500076573,67.70172844003905,29.843434903223702,7.782130001531459,Day,Night,Day,Night
2,84.38397906279033,71.04550309166224,85.49167070856292,31.836795812558066,11.209100618332446,Day,Day,Day,Day
2,75.13105400448214,75.10073526889181,73.95137582116358,28.466210800896427,9.220147053778362,Night,Day,Day,Day
2,27.776726483442914,33.409924046249714,61.93900169021261,28.08534529668858,8.081984809249942,Night,Night,Night,Day
2,80.10639875547861,82.25211894224233,35.06412965006502,25.31127975109572,1.6504237884484678,Day,Day,Night,Day
2,29.480221557445915,5.923931160473643,86.01679729999384,30.656044311489183,15.584786232094729,Day,Day,Day,Day
2,61.27182828177029,58.17013705536116,63.40871704407571,30.79436565635406,18.03402741107223,Day,Day,Day,Day
2,69.72207664544773,70.55686300920026,15.812514429000508,28.994415329089545,0.11137260184005242,Night,Day,Day,Day
3,93.3998431315991,91.10453357491922,48.869103210936586,30.31996862631982,9.820906714983844,Night,Day,Night,Day
2,68.37255476350812,75.97909890547962,65.98323027489477,27.374510952701623,3.395819781095923,Day,Night,Night,Day
2,76.22875989808414,67.46427877908906,70.83739672277065,32.11575197961683,12.692855755817812,Day,Day,Day,Day
2,73.64610590987614,76.67318772729665,86.99142923165468,30.37922118197523,13.73463754545933,Night,Day,Day,Day
2,82.54697397302446,77.07098095666086,81.4476829153832,29.729394794604893,8.014196191332173,Day,Day,Day,Day
2,74.62883311949346,69.57922451035601,29.827038859999867,30.615766623898693,8.715844902071202,Day,Day,Night,Night
4,75.40504615868356,78.9738143093847,10.806399494715652,28.971009231736712,13.194762861876939,Day,Night,Night,Day
2,87.11942012139566,90.47323593786936,65.87368678754324,30.03388402427913,5.894647187573872,Night,Day,Day,Day
2,42.04762772277344,39.13570274259468,61.10784170063336,29.279525544554687,1.627140548518936,Day,Day,Day,Day
2,83.35734178567998,82.75739950176101,85.96325766324013,30.441468357135996,0.35147990035220167,Day,Night,Day,Day
2,52.41012248237517,28.10887375312595,72.8269712096257,31.672024496475032,7.021774750625189,Night,Night,Night,Day
2,41.72710023077489,27.234674510301847,71.80418942278621,29.28542004615498,12.04693490206037,Night,Day,Day,Day
2,108.96593313319698,110.48883508372988,9.72733214500845,31.113186626639397,11.897767016745977,Day,Day,Day,Day
3,62.443921617844076,60.26053641365507,64.75242741905838,29.558784323568815,7.052107282731014,Day,Day,Day,Day
2,83.0519758987071,83.8283847725421,41.867668417058844,29.13039517974142,8.165676954508418,Day,Night,Day,Day
2,74.37106539950176,78.8201489078643,60.27717241957662,29.96421307990035,6.76402978157286,Night,Day,Day,Day
2,71.27862456144348,63.28599242395177,70.04490772133283,29.055724912288696,10.457198484790354,Night,Day,Night,Day
2,32.47095759235474,15.836224850574805,100.0,30.94419151847095,6.367244970114961,Day,Day,Night,Day
2,81.5376768514259,92.98220568790876,47.15927843289975,28.08753537028518,12.596441137581753,Day,Day,Day,Night
2,72.64775159730307,61.82857076155298,92.28606531846258,31.509550319460615,2.3657141523105967,Night,Day,Night,Day
2,58.20996050710505,57.82015006394514,80.03308851127672,29.93199210142101,4.7640300127890285,Day,Day,Day,Day
2,40.8655946502629,46.72092855157517,89.18791024698542,29.38311893005258,0.7441857103150346,Day,Night,Day,Night
2,71.93947812369916,79.1077304176828,54.198181793919346,29.017895624739833,9.421546083536562,Day,Day,Day,Day
2,20.725716640671152,20.33409198147701,76.03194208983496,27.765143328134233,13.266818396295402,Day,Day,Day,Day
2,66.11585291980957,60.304388603649805,53.912166578462674,30.843170583961914,4.660877720729961,Day,Day,Day,Night
3,91.36658983594202,92.85030557634478,45.439183994022414,29.873317967188406,7.370061115268955,Day,Day,Day,Day
2,28.55019550129473,30.381336599501218,83.01442334216074,28.740039100258947,4.8762673199002435,Night,Day,Day,Day
3,61.52460613968192,70.28902804962893,55.79264111000426,26.664921227936386,6.457805609925785,Day,Day,Day,Day
2,57.32107650354936,56.51533987441011,72.5048038773407,29.664215300709873,6.503067974882022,Night,Day,Day,Day
2,77.34510762644696,68.0871551281023,61.98332600837509,31.679021525289393,8.81743102562046,Night,Day,Day,Day
2,49.702043243181976,46.05021103723993,24.73252259969329,24.590408648636398,11.010042207447986,Day,Night,Day,Day
3,31.48428523440947,38.824961949968824,92.65281543183255,28.506857046881894,-0.0350076100062359,Day,Day,Day,Day
2,79.77128467957027,76.94499568185577,74.1084602508875,29.004256935914057,-0.8110008636288448,Day,Day,Day,Day
2,46.63638215126165,42.429767749190034,76.99240043569058,28.997276430252327,-1.1140464501619933,Night,Day,Day,Day
2,50.515566785292144,65.29330573927695,56.76452614299741,26.913113357058428,6.258661147855388,Day,Day,Day,Night
2,84.72852566741093,86.0636988792883,58.31703996878179,29.095705133482188,14.21273977585766,Day,Day,Day,Day
2,77.84532734895662,82.91436867474286,66.53115779429984,29.679065469791322,10.782873734948572,Day,Day,Night,Day
3,50.48103182406709,41.84437215212451,47.00349347144439,29.346206364813415,6.568874430424901,Day,Day,Day,Day
2,81.24478047472672,74.04026423418378,65.28626710555751,30.588956094945345,0.4080528468367557,Day,Day,Night,Day
2,75.63282514773879,72.75398786136832,95.27761395623773,30.506565029547758,0.5507975722736632,Day,Day,Day,Day
2,62.65555654722585,66.22386903915798,66.25292006521514,29.82111130944517,9.444773807831595,Day,Day,Night,Day
2,38.46737045629165,34.87173158598929,50.68883049527301,24.79347409125833,9.174346317197857,Day,Day,Day,Day
2,46.8667990162493,34.74681741135594,97.27456385002205,32.13335980324986,0.1493634822711889,Day,Day,Day,Day
2,18.29609217007244,9.820701480273307,63.08377814787552,24.93921843401449,8.36414029605466,Night,Day,Day,Day
2,101.06964645956474,101.03589233453971,15.653544473784478,28.263929291912945,0.007178466907941942,Day,Day,Day,Day
2,51.87937456444998,41.567611708144575,45.68078386427473,29.575874912889997,14.913522341628916,Night,Day,Day,Day
2,90.99042380383928,90.8024481198674,53.443405756010996,30.298084760767857,7.16048962397348,Night,Day,Day,Day
2,83.27819794038028,95.06265519698621,66.49542867010553,29.755639588076058,12.212531039397241,Night,Day,Day,Night
2,60.13168996559882,61.19980365621509,100.0,28.946337993119762,-0.3600392687569827,Night,Day,Day,Day
2,27.26570529379804,21.359614510723393,81.84875352497782,28.853141058759608,4.271922902144679,Day,Day,Day,Day
2,75.83623364892001,77.86674279855698,75.32124192349318,29.797246729784,13.373348559711399,Night,Day,Day,Day
2,44.282876144331176,44.56189105233286,83.46228072309411,27.366575228866235,9.312378210466571,Day,Day,Day,Night
2,24.435771086614178,24.96367582708207,84.4000523338903,28.707154217322838,10.192735165416414,Day,Day,Night,Night
2,92.53215113845948,85.71065922045557,43.379685963294676,28.636430227691896,16.742131844091112,Night,Day,Day,Day
2,81.72511391289572,86.65690126287497,54.73246993814119,29.145022782579144,8.731380252574992,Day,Day,Day,Night
2,40.51996494291345,31.952110306257318,42.925225809605244,31.773992988582688,5.590422061251464,Day,Day,Day,Day
2,54.74515095803494,67.28926731529727,36.92874984090847,27.179030191606987,5.857853463059454,Day,Day,Day,Night
2,68.45753425961232,64.69343658960845,70.51329999249653,30.351506851922462,7.33868731792169,Day,Day,Day,Day
2,78.23042596248814,77.14728740799178,58.20438378600204,30.716085192497626,1.0294574815983573,Day,Night,Day,Day
2,61.63304883795925,76.36157690014225,79.67153267553226,27.23660976759185,8.87231538002845,Day,Night,Day,Night
2,65.28656202959826,61.28490343963136,71.84508218912583,29.76731240591965,5.856980687926272,Day,Day,Day,Night
2,44.142795670021044,46.100790933777425,93.62142847425426,29.14855913400421,7.820158186755484,Day,Day,Night,Day
2,20.962441526410892,15.676556974837407,96.68028083968008,22.652488305282176,15.935311394967481,Night,Day,Day,Day
2,34.110916562045624,32.364370490077576,56.88468351465758,29.352183312409124,8.072874098015516,Night,Day,Day,Day
2,14.447120772670857,20.36598495500847,62.15238206960314,29.369424154534173,3.0731969910016943,Day,Day,Night,Day
3,78.76135221711812,69.2487850560087,72.51373496919372,30.81227044342362,8.84975701120174,Day,Night,Day,Day
2,68.6783919657373,69.95853748553533,83.73524922083959,30.935678393147462,8.191707497107064,Day,Day,Day,Day
2,88.3577754749708,81.58141020075394,76.25105320180984,31.21155509499416,4.916282040150788,Day,Night,Day,Night
3,98.60836032021618,89.40226935808415,39.42366833041872,29.921672064043236,12.880453871616831,Day,Night,Day,Day
3,68.35474114391386,72.03235072015136,92.34025213794877,28.27094822878277,4.606470144030271,Night,Day,Night,Day
3,49.37739866860113,52.89347358405238,89.57587195064029,29.27547973372023,9.178694716810476,Day,Night,Day,Day
2,58.44687280613959,62.146073921485254,48.744406534923115,30.69937456122792,9.229214784297051,Night,Day,Day,Day
3,27.889360955540273,26.01547342474417,89.08062393950236,28.407872191108055,18.603094684948832,Day,Day,Day,Day
2,44.56499215086194,36.74732360626478,60.71653152500002,30.342998430172386,-0.8505352787470439,Day,Night,Day,Night
3,82.79837300920933,96.42594958339446,52.4204734343383,29.789674601841867,2.4851899166788916,Day,Day,Day,Night
2,76.12589596225202,79.32387655488989,85.37303871178521,29.315179192450405,9.26477531097798,Night,Day,Night,Day
3,90.55479984101746,93.37695368999508,34.22281051344645,30.49095996820349,9.275390737999015,Day,Day,Night,Day
2,52.2213165574302,49.24142783211386,40.52425320961564,29.85426331148604,6.848285566422771,Day,Night,Day,Day
2,67.1951691709046,71.66679622352724,53.365727266338936,29.58903383418092,28.533359244705448,Night,Day,Day,Day
2,36.79664901682124,27.197342522592024,65.48544280980217,30.359329803364247,9.839468504518404,Day,Day,Day,Day
2,67.59468336200051,79.09097355877128,69.8109648128703,28.268936672400105,11.218194711754256,Day,Night,Day,Day
2,88.07967803472133,90.28684152689112,51.332156437061585,30.10593560694426,13.057368305378224,Day,Day,Day,Day
2,61.96550628984192,63.36098500036489,62.603447482113346,29.823101257968386,0.8721970000729778,Night,Day,Day,Night
2,64.45226780343005,64.42456634402946,72.6023357391698,28.96045356068601,5.684913268805891,Day,Day,Day,Day
2,68.63066511121059,64.1412697902197,41.98529678226821,25.12613302224212,-0.5717460419560614,Night,Day,Day,Day
2,32.74443211807348,40.66303755162099,100.0,24.128886423614695,0.33260751032419755,Night,Night,Day,Night
2,78.6201350960345,78.66564036170534,85.3507507139072,30.8040270192069,10.93312807234107,Day,Day,Day,Day
2,74.07548931778506,73.88639649611696,66.88081565179422,29.325097863557012,9.777279299223393,Day,Day,Night,Day
2,46.3863848974048,54.325859828571936,74.95545341573096,28.65727697948096,1.0651719657143865,Day,Day,Day,Day
2,84.24504612918444,86.2630837274309,43.265732393723496,30.85900922583689,9.452616745486178,Day,Day,Day,Day
2,45.4782815472862,44.4183954046329,49.901110262740744,29.23565630945724,-0.9163209190734197,Night,Day,Day,Day
3,15.957693518182202,7.5153964810186,81.00159247633657,28.92153870363644,10.66307929620372,Day,Night,Day,Day
2,77.21685413238048,84.29812470547331,49.75315187413759,28.283370826476094,12.859624941094664,Day,Night,Day,Day
2,62.0300497567282,60.53806334094598,94.184786748577,30.46600995134564,22.307612668189197,Night,Day,Day,Day
2,74.59785323751859,78.37716493116474,62.93288114681779,28.509570647503715,4.475432986232949,Night,Night,Day,Day
